Code Smell,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35
S1,1.0,0.07199298301776304,0.03044324942341209,-0.04494653826566228,0.03132094104819387,0.0,0.0,0.01240329390593504,-0.05034161047584426,-0.022627071062827287,0.010807374963693005,-0.01729166542642157,-0.01426170529653674,0.6516609305788714,0.05046346379710258,0.05046346379710258,0.02108934231773978,0.018448659994799284,-0.00029413233913549975,-0.022245516687501254,-0.022245516687501254,0.0028353172687694277,-0.006792964078086312,-0.016056428144951326,0.04005326670030754,0.05363869674178915,0.01306154162085766,-0.5144134096556287,0.03044324942341209,0.03730782733173173,0.041158087209458606,0.11505965315469323,0.12958989736423712,0.04429482876997997,0.044537948561836245
S2,0.07199298301776304,1.0,0.09821705435927991,-0.13928495759756976,0.3014565223735408,0.0,0.0,0.054156624294817685,-0.07982562832957621,-0.11538250700858668,0.09484046552912329,0.02446534981608947,-0.015027790807476014,0.10274968753900166,0.011903044552868124,0.011903044552868124,0.3646531984119516,0.3071501517041666,0.15275992970352714,-0.043196140323476656,-0.043196140323476656,0.22664810814400563,0.2142776366871568,-0.0642642394747268,0.0646485058527215,0.12965840296829473,-0.05610914375371807,0.14654062133758233,0.09821705435927991,-0.38334823789573674,-0.2837668279713415,0.04700140150630004,0.22159525504385041,0.0734649126641803,0.03948688086548015
S3,0.03044324942341209,0.09821705435927991,1.0,-0.05074637972988734,0.12678457381675978,0.0,0.0,0.06332407338972965,0.03936865929192623,-0.06679578234604672,-0.20081247284864265,0.1032377883957952,0.015266776441243647,0.03563575162015773,0.14448164016834628,0.14448164016834628,0.11552379953735169,0.1094449463802972,0.015901923303171455,0.02168577814447846,0.02168577814447846,0.16347946684891312,0.062259182643427655,-0.011795199557288562,0.048156747207001326,0.07861952445044774,-0.008819720849547998,0.09187141345795742,1.0,-0.06038622483984374,-0.11383449065577445,-0.0035307237801013433,0.12828312374704653,0.08306673657720476,0.018862569842935835
S4,-0.04494653826566228,-0.13928495759756976,-0.05074637972988734,1.0,-0.09147060575720337,0.0,0.0,-0.00688863987898811,0.10419347218749886,0.5088283652137183,-0.029404886729403983,-0.03453814325776831,0.04710839505436197,-0.06696376853063585,-0.06790584771459089,-0.06790584771459089,-0.09367934077259754,-0.08181311734265821,-0.05635994315280793,-0.03519426477729355,-0.03519426477729355,-0.07030487673853322,-0.06575656365642181,0.06653641101149423,-0.024074197105449086,0.03846192234076555,0.20109035396489436,0.13592042609618493,-0.05074637972988734,0.302528511029383,0.3976131447942086,-0.04113535363454587,0.12460412093834511,0.07673667336187309,0.05578571933430239
S5,0.03132094104819387,0.3014565223735408,0.12678457381675978,-0.09147060575720337,1.0,0.0,0.0,0.06601607894801068,-0.12351708256589801,-0.0766453979004565,0.009026982315088862,0.07426796709121275,-0.009877267047247522,0.06280851366679341,0.5209963858926632,0.5209963858926632,0.34394486167945953,0.33392017289212034,0.22797299186321918,-0.041576321325796146,-0.041576321325796146,0.37336078001706646,0.26679471365201146,-0.06358448101349896,0.12142535796991821,0.040190793265344096,-0.1561586805961432,0.10768116171241413,0.12678457381675978,-0.29113425386185093,-0.19714973473923017,0.03647939181240735,0.14719957934720768,0.018690899410773103,0.07218952396025044
S6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S8,0.01240329390593504,0.054156624294817685,0.06332407338972965,-0.00688863987898811,0.06601607894801068,0.0,0.0,1.0,-0.008459190302653019,-0.01477136487739552,0.016462727208668527,0.01216365320600881,-0.011931732400861494,0.01714579052056364,0.06922297904180112,0.06922297904180112,0.04890547512272026,0.048351524280786894,0.005529088924254501,-0.01664061397083352,-0.01664061397083352,0.018100592977220577,0.042195738309198164,0.0029695153676273446,0.005099696715934909,0.08676299799043018,-0.006208511999801258,0.06476352601824929,0.06332407338972965,-0.013393632474581151,-0.012846209586027148,0.01655461788008743,0.08387038064094346,0.0656328106899484,-0.022620686531554152
S9,-0.05034161047584426,-0.07982562832957621,0.03936865929192623,0.10419347218749886,-0.12351708256589801,0.0,0.0,-0.008459190302653019,1.0,0.21486795514345397,-0.011850317556175173,0.17465340596502746,-0.002691713021910437,-0.00637735076652835,-0.08253224305691763,-0.08253224305691763,-0.14744493924247776,-0.1286543385906713,-0.0601399280832051,0.03284614535556148,0.03284614535556148,-0.027969870501099187,-0.18203595780123397,0.3100099242004408,-0.014729135810943756,0.11074895380441574,0.23401043307147223,0.19660836597017248,0.03936865929192623,0.3463169118715947,0.3642681482661331,0.03588970046082466,0.19086878733030066,0.12018234284990946,0.03422899717596326
S10,-0.022627071062827287,-0.11538250700858668,-0.06679578234604672,0.5088283652137183,-0.0766453979004565,0.0,0.0,-0.01477136487739552,0.21486795514345397,1.0,-0.1563309571557792,-0.0404586160938121,0.026322606998916993,-0.031408525711741825,-0.05442502019928983,-0.05442502019928983,-0.09173059206014215,-0.07514828574276285,-0.04742184472427034,-0.028207417120449964,-0.028207417120449964,-0.06228890447942161,-0.06446387453761647,0.11971542144931493,-0.01929493125912775,-0.03692536064497611,0.16277800213353125,0.1040565781628121,-0.06679578234604672,0.2510109316230729,0.3503759137025633,-0.024945320934891782,0.10392851469732443,0.010637792329692053,0.11475105322408123
S11,0.010807374963693005,0.09484046552912329,-0.20081247284864265,-0.029404886729403983,0.009026982315088862,0.0,0.0,0.016462727208668527,-0.011850317556175173,-0.1563309571557792,1.0,-0.1853394652779538,0.004232679604080713,0.002031008226078876,-0.019198045515594786,-0.019198045515594786,0.08678325338945209,0.055978612467913996,0.08052864803236219,-0.006627028495396335,-0.006627028495396335,-0.024102281307760123,0.09403846799328631,-0.10251922778946715,0.009501689397412347,0.16465518497444787,0.20267043630428527,0.25288550519142344,-0.20081247284864265,0.03903544783864642,-0.04910120101055672,0.031911242267512886,0.300237871583134,0.15134069017504898,0.06398506346140269
