Code Smell,X,Y
S1,-1.4699863288957338,4.350863443940703
S2,-1.3215829702533264,-0.47960145606602217
S3,-0.5841132266846274,-1.0373502396642538
S4,-1.9665215391732966,-0.3931452048436565
S5,-0.48748091934094057,-1.4473142344546182
S6,-1.9665215391727813,-0.39314520484300813
S7,-1.9665215391727768,-0.3931452048440743
S8,-1.219966853821722,-1.7978329634478318
S9,-0.6370952695485451,-2.1355650966155473
S10,-1.3745650131164098,-1.5778163130191567
S11,-0.7169460049063631,-2.0681448686885116
S12,-0.6880247616392486,1.0989338050901793
S13,-0.6880247616394127,1.0989338050908626
S14,0.2515736714647464,0.8851443607934584
S15,0.1460772892727481,0.13122102670894595
S16,0.146077289272789,0.13122102670965544
S17,0.6993923549696047,0.025101985407237272
S18,0.6993923549697174,0.025101985407849088
S19,0.14607728927270477,0.13122102670895666
S20,-0.6880247616392873,1.0989338050909994
S21,-0.6880247616392843,1.0989338050899
S22,-0.038312926812360204,0.5671456213978137
S23,0.6993923549694514,0.025101985407437907
S24,-0.688024761639188,1.098933805090001
S25,-0.688024761639275,1.0989338050905744
S26,0.6139277964780777,0.2547345575115223
S27,1.7533486474787328,1.0606695708809175
S28,1.4748051719195658,-1.0438960721405093
S29,0.8771895498499234,-0.5109272761616057
S30,1.6973793520597829,0.5011542018938404
S31,1.2416096989046594,1.0338009483884736
S32,0.3982603997290408,-1.4231999513401816
S33,2.443977922606627,-0.5085048832188745
S34,2.229687756404584,0.052846076203545936
S35,2.3595938011120023,-0.5593416785550028
