Code Smell,X,Y
S1,-2.084798419293071,-3.2300947535985998
S2,-1.4436672590885684,-3.3033317788527534
S3,-3.9058814787478613,-1.52035930543694
S4,-3.905881478743871,-1.520359305448821
S5,-3.427365028431278,-3.0631146428621077
S6,-3.9058814787464797,-1.5203593054405387
S7,-3.905881478744854,-1.5203593054493358
S8,-2.975858178936305,-2.7171127554392958
S9,-1.4286977990003586,2.688681253814577
S10,-2.477062164752658,1.5033694276117644
S11,1.5832741000972324,1.8464877575035301
S12,-0.3173970130722414,3.4496970806901537
S13,-1.8170736463662962,3.212425801273354
S14,2.0426145499090302,-0.4747101953852319
S15,-1.0778067224812264,2.1155560975127488
S16,-1.0778067224819474,2.1155560975078136
S17,1.311805236015461,-3.1426330776203613
S18,0.41288767589750675,-0.9919450146809263
S19,-0.17888916236455898,-0.03513196543071797
S20,-0.1720292442469436,4.197397232736075
S21,-0.17202924424739116,4.197397232730685
S22,-1.0778067224823087,2.1155560975126138
S23,1.4170309511444987,-3.7553477890858216
S24,-1.077806722481648,2.115556097509521
S25,-1.077806722481653,2.1155560975091574
S26,1.6988742462489097,2.6370382089696913
S27,3.251344412454191,2.8183371523330987
S28,3.60329938249972,1.0046063546373032
S29,0.29641934291625205,-3.6508116860298894
S30,3.1866087728195494,0.9622918685786988
S31,1.9485078982321458,1.710298898177656
S32,3.0173746992796704,-2.946022835699662
S33,5.293683583782612,-0.9143620290628643
S34,4.300415229916213,-3.340849477311265
S35,4.143286605979404,-3.158903533772936
