Code Smell,X,Y
S1,-1.3617558162622942,0.9798444245005339
S2,0.5240668952335084,-2.5964053889219856
S3,-0.7803741858715926,-2.4227884787676413
S4,-1.29503017659526,-1.7190013421228718
S5,-0.7803741858702676,-2.4227884787662264
S6,-1.959609308656231,-1.9441020881376085
S7,-1.9596093086561461,-1.944102088136806
S8,0.5240668952329615,-2.5964053889184515
S9,-1.2950301765956163,-1.7190013421257075
S10,-1.2950301765956473,-1.7190013421233354
S11,-0.03621101904594736,-1.793992058670633
S12,-1.4120086680513515,0.7710298655077646
S13,-1.412008668050681,0.7710298655079114
S14,-0.7254003744721105,2.8564978855004
S15,-0.7254003744718368,2.856497885499952
S16,-0.7254003744722086,2.8564978855003518
S17,-1.2146831836509295,0.9127764295603604
S18,-1.2146831836508454,0.9127764295594414
S19,-1.4120086680515085,0.7710298655076963
S20,-1.4120086680514634,0.7710298655079056
S21,-1.412008668051474,0.7710298655080552
S22,0.32521039361436677,2.486409747993458
S23,-0.49173010014760965,0.5954907876043727
S24,-1.4120086680514483,0.7710298655077151
S25,-0.7254003744721241,2.8564978855002643
S26,2.4135778278499336,0.12516786238886476
S27,2.043535860838705,2.078260471827264
S28,3.1495305251226906,-0.7714139499926908
S29,1.074546194634811,-1.2958748211492421
S30,1.8904178527049826,-0.7143776926742151
S31,1.4687861285969286,-0.8963580682360744
S32,0.804206996536307,-1.1214588142536628
S33,3.9649084365348757,0.2938884660426789
S34,3.6585725163236504,0.274258318279034
S35,3.216347804571017,0.9660276701934104
