Code Smell,X,Y
S1,-1.4821057188877336,3.530003109209012
S2,-0.5325592213144729,4.2264039364426305
S3,-3.1602821234790417,3.401037085432995
S4,-3.8841874917648083,1.1123821830912144
S5,-2.9175363423356186,0.0215145750627589
S6,-3.884187491764767,1.1123821831028737
S7,-3.8841874917655903,1.1123821830947482
S8,-1.7896022682691552,1.0315602652961011
S9,-2.583845788863536,-0.998125968315351
S10,-2.5838457888635653,-0.9981259683177639
S11,1.14589734806951,0.7311163310871278
S12,0.017323143015780265,-3.536728585934664
S13,-1.8460429669774905,-1.3123878978687982
S14,1.2398217359794388,-1.3629204161025585
S15,-0.8793918175464,-2.403255505897475
S16,-1.3021401748235633,-2.903709267206437
S17,1.5188645435526782,0.4707659872126683
S18,0.6605102333805194,1.742456824887086
S19,0.5545385834459559,-1.7216264714120169
S20,-0.4949212224075005,-4.257959960149851
S21,-0.4949212224072566,-4.257959960147956
S22,-0.3133710861685752,-2.8845383859960707
S23,2.6835905184566093,0.607613330416508
S24,-0.9140142900301381,-0.4126265309361073
S25,-0.9140142900306103,-0.41262653093150264
S26,2.5074936281053737,-1.4506576267234998
S27,3.261487569543616,-2.0761820149276624
S28,3.1831840811409737,-0.9122712992104247
S29,0.9746208260222392,3.9504153702199925
S30,1.7926809953163596,-1.3674583718089126
S31,1.0196864270089268,0.1364166764221687
S32,0.6827212307355367,4.959064689320728
S33,4.82786190289316,1.0218248118076356
S34,4.263770420281883,1.5119238727534383
S35,3.5271036107509897,2.589897347027554
