Code Smell,X,Y
S1,-1.1483173152134745,0.982287584600752
S2,-0.5563805650843016,-2.207398622437805
S3,-1.7235103229632156,-1.9977698896142946
S4,-1.121470893379224,-1.826778868890472
S5,-1.723510322964139,-1.997769889612283
S6,-1.7235103229638755,-1.997769889614246
S7,-1.723510322964276,-1.997769889614788
S8,0.5051515871190643,-2.7029208909867948
S9,-1.1214708933801711,-1.826778868887761
S10,-1.1214708933802835,-1.826778868887525
S11,1.0732834718696072,-2.4551079215396654
S12,-1.2469491382409374,0.7654633026829463
S13,-1.2469491382407198,0.7654633026827558
S14,-0.6051166768975861,2.8815906805880696
S15,-0.6051166768973376,2.881590680588518
S16,-0.6051166768973955,2.8815906805898686
S17,-1.0647510455486076,0.87783089498125
S18,-1.0647510455486842,0.87783089498075
S19,-1.246949138240786,0.7654633026834202
S20,-1.2469491382415825,0.765463302682461
S21,-1.246949138240658,0.7654633026831094
S22,-0.6051166768975899,2.8815906805887845
S23,-0.3664886965564965,0.5354506587802974
S24,-1.2469491382409883,0.7654633026827641
S25,-0.6051166768974967,2.881590680587944
S26,2.2481070055865495,-0.03425496544526299
S27,1.9145861662701897,1.9068202143429458
S28,3.078760985316527,-0.780104634322989
S29,0.2004873992971032,-0.9929754318101286
S30,2.6502837701287936,-0.8966065370980988
S31,1.4951544857219814,-0.8051534405160023
S32,0.8931150561372037,-0.9761444612431833
S33,3.9175941527631797,0.2371287229448906
S34,3.691170543281413,0.1540880202727366
S35,3.298726230387926,0.7499128605767805
