Code Smell,X,Y
S1,-1.3614839119919735,0.9796494032947781
S2,0.5239624393262993,-2.5958873740315744
S3,-0.7802186305504902,-2.422304982256247
S4,-1.294772027257868,-1.7186582692259391
S5,-0.780218630549322,-2.4223049822477436
S6,-1.9592186879782352,-1.9437139959134935
S7,-1.9592186879777747,-1.9437139959086085
S8,0.5239624393259111,-2.595887374029143
S9,-1.29477202726,-1.7186582692237047
S10,-1.2947720272597283,-1.7186582692224925
S11,-0.03620376761972453,-1.7936341630719976
S12,-1.4117272087702883,0.7708760168991184
S13,-1.411727208770171,0.7708760168987973
S14,-0.7252554016183641,2.855928215004474
S15,-0.7252554016185166,2.8559282150024305
S16,-0.7252554016183876,2.8559282150041763
S17,-1.2144410476974072,0.9125942533033274
S18,-1.2144410476972503,0.912594253302475
S19,-1.4117272087699577,0.7708760168990586
S20,-1.411727208770065,0.770876016898803
S21,-1.4117272087699855,0.7708760168985642
S22,0.3251459681351027,2.485913824861558
S23,-0.49163207122506136,0.5953718501396345
S24,-1.4117272087701063,0.7708760168991032
S25,-0.7252554016186762,2.8559282150041274
S26,2.4130967454899848,0.1251424602313836
S27,2.043128831157394,2.0778458074266912
S28,3.148902513445198,-0.7712604068112816
S29,1.074331701462126,-1.295616374948534
S30,1.8900405136657827,-0.7142355013661301
S31,1.4684928242565163,-0.8961794895765228
S32,0.804046163537446,-1.121235216266019
S33,3.9641181188126247,0.29382967794371634
S34,3.6578429817169673,0.27420342772112893
S35,3.2157061838281638,0.965834744466124
