Code Smell,X,Y
S1,-1.4691718351730698,4.348454134816024
S2,-1.320849761260748,-0.479337520084291
S3,-0.5837883053852512,-1.036776257021563
S4,-1.965433494445703,-0.39292797201952906
S5,-0.487209360049206,-1.4465133915660393
S6,-1.965433494445754,-0.39292797201651797
S7,-1.9654334944455811,-0.39292797201535473
S8,-1.2192923990708506,-1.7968380283317602
S9,-0.636743516062329,-2.134382016550103
S10,-1.373804971939705,-1.5769432796129526
S11,-0.7165467905970229,-2.0670019023238355
S12,-0.687645732882395,1.0983252891333177
S13,-0.6876457328823004,1.0983252891324526
S14,0.2514369264840301,0.8846532213095571
S15,0.14599466833001287,0.13114941765144042
S16,0.14599466832999083,0.1311494176509811
S17,0.6990056419942791,0.025088039621756993
S18,0.6990056419942838,0.02508803962168759
S19,0.145994668330064,0.13114941764983487
S20,-0.6876457328823374,1.0983252891334399
S21,-0.6876457328824145,1.0983252891325745
S22,-0.03829153985938235,0.5668310403188799
S23,0.6990056419943285,0.025088039621646366
S24,-0.6876457328823388,1.0983252891336277
S25,-0.6876457328824129,1.0983252891327193
S26,0.6135882556516765,0.25459358386787323
S27,1.752379962225613,1.0600825281496014
S28,1.4739918485744898,-1.043318753690734
S29,0.8767030063532242,-0.5106433607807036
S30,1.696438593324964,0.5008784978484215
S31,1.2409207435828642,1.0332303100521085
S32,0.3980402893952099,-1.4224120649057543
S33,2.4426290352632614,-0.508223211801727
S34,2.228454456558732,0.05281774051789562
S35,2.3582893116416206,-0.5590314607749785
