Code Smell,X,Y
S1,-1.4637399236859974,2.0938201673700734
S2,-0.45957990542091126,5.104412747622811
S3,-3.809071211444413,1.0086643660387242
S4,-3.809071211441035,1.008664366031304
S5,-2.88947148405968,-1.4195697878458837
S6,-3.8090712114411,1.0086643660227554
S7,-3.8090712114409677,1.0086643660335837
S8,-1.675724427518486,2.191915612638767
S9,-2.4468744594987775,0.5941367795067867
S10,-2.4468744594983645,0.5941367795035104
S11,1.9348030653417907,4.28955427166691
S12,0.09918988230952705,-2.8664209021047764
S13,-1.7164672163530637,0.31016514176926746
S14,1.3121153221617574,-0.725885294561839
S15,-0.7968674889709807,-2.1180690121078043
S16,-1.1975078571492939,-2.726006252095306
S17,0.8825473167668478,-2.1443397777499773
S18,0.025749545698320647,-0.578103381004959
S19,0.6064198985885849,-2.412653984127259
S20,-0.3933035368267968,-3.665625213313822
S21,-0.3933035368266468,-3.6656252133153155
S22,-0.2596752219421114,-3.676519453947577
S23,2.087451742318015,-1.3126925564033305
S24,-0.8188460270666761,-0.3554031421183375
S25,-0.8188460270664997,-0.3554031421185895
S26,2.569504625573981,-1.3237758291237443
S27,3.3153314091254864,-1.7558579163922314
S28,3.25863995405963,-0.47344607687276535
S29,0.4076010879403578,2.7357183730439236
S30,1.8682906434619275,-1.2913315207070069
S31,1.1053658500324752,0.23014476616305451
S32,0.8114330063583796,5.585417601428532
S33,4.880197983023126,1.2075465127168519
S34,4.286391604458718,1.3444100779928532
S35,3.5623334804333635,2.5506921603605295
