Code Smell,X,Y
S1,-1.468764588311172,4.347249480253313
S2,-1.3204831567654365,-0.4792055520964
S3,-0.5836258447321161,-1.0364892656912863
S4,-1.9648894720832488,-0.3928193555989957
S5,-0.48707358040319604,-1.4461129701251187
S6,-1.964889472083025,-0.39281935559885334
S7,-1.9648894720830443,-0.3928193556009274
S8,-1.2189551716965041,-1.7963405607749032
S9,-0.6365676393202204,-2.1337904765144797
S10,-1.3734249513523535,-1.5765067629136034
S11,-0.7163471834436682,-2.066430419146997
S12,-0.6874562185039337,1.0980210311522125
S13,-0.6874562185040507,1.0980210311525531
S14,0.25136855399526886,0.8844076515694423
S15,0.1459533578579606,0.13111361312359424
S16,0.1459533578578552,0.13111361312252864
S17,0.6988122855073671,0.02508106672685125
S18,0.6988122855073958,0.025081066726775954
S19,0.1459533578581012,0.1311136131236703
S20,-0.6874562185038469,1.0980210311519745
S21,-0.6874562185036924,1.0980210311530123
S22,-0.038280846382987004,0.5666737497769456
S23,0.6988122855073531,0.02508106672664008
S24,-0.6874562185037023,1.098021031153461
S25,-0.6874562185036841,1.098021031153418
S26,0.6134184852392311,0.2545230970444031
S27,1.7518956195999076,1.0597890067846942
S28,1.4735851869011873,-1.0430300944651856
S29,0.8764597346051063,-0.5105014030895845
S30,1.6959682139580237,0.5007406458254982
S31,1.240576265922737,1.0329449908834634
S32,0.3979302342272046,-1.4220181216901613
S33,2.4419545915933005,-0.5080823760890264
S34,2.2278378066361313,0.05280357267632012
S35,2.3576370669059457,-0.5588763518852268
