Code Smell,X,Y
S1,-1.4812451016896298,3.52795667448759
S2,-0.5322476743408934,4.22395334257491
S3,-3.1584501998964294,3.3990649908767843
S4,-3.8819361774953887,1.1117369777239938
S5,-2.915844267705469,0.02150222342192663
S6,-3.8819361774965153,1.111736977713218
S7,-3.8819361774963386,1.1117369777090127
S8,-1.7885638612208263,1.030961560408225
S9,-2.582349282705138,-0.9975475181173932
S10,-2.58234928270495,-0.9975475181169011
S11,1.14523429657073,0.7306923139544055
S12,0.017314093097613944,-3.5346782854706134
S13,-1.8449747134486854,-1.3116273816954926
S14,1.2391047632867704,-1.3621302409117328
S15,-0.8788828036572746,-2.4018621359899575
S16,-1.3013874958224525,-2.9020252945293286
S17,1.5179839506381243,0.4704939902459176
S18,0.6601260249661317,1.7414472870068323
S19,0.5542164843843099,-1.7206275554787145
S20,-0.49463470053542347,-4.255491169641212
S21,-0.4946347005355902,-4.255491169641321
S22,-0.3131905343866286,-2.882865445726091
S23,2.6820360212380616,0.6072617041287792
S24,-0.9134868799708415,-0.41238710956384045
S25,-0.9134868799718633,-0.4123871095605208
S26,2.506042098824839,-1.4498166377544532
S27,3.2596008862448005,-2.074978516430978
S28,3.1813412768951337,-0.9117427387848335
S29,0.9740525877558783,3.948125125334295
S30,1.7916417220262668,-1.3666658609636098
S31,1.0190936271554505,0.136337378166611
S32,0.6823218241050412,4.95618880789281
S33,4.825068166974529,1.0212323053728094
S34,4.261301039092438,1.5110472359934086
S35,3.5250580478245577,2.58839581536513
