Code Smell,X,Y
S1,-0.9281337180806817,-1.4534777268048327
S2,-0.42220576995377174,-0.9979828117916376
S3,-0.4346936325951846,-1.211382350568401
S4,-0.8048088522131288,-1.0900207527075174
S5,-0.7099932317979537,0.9938910572090486
S6,-1.063971785303667,-0.36650483082862695
S7,-1.0639717853036237,-0.3665048308278544
S8,-0.9635038515731404,0.16425494407680613
S9,-0.12626331034590726,-0.10281510807022935
S10,-0.8784989696084545,0.06361257864920902
S11,-0.4195210797380681,-0.5165775654426481
S12,-0.35997036913682123,-1.2507887907020938
S13,-0.6191333022273192,-0.5272728688216375
S14,-0.10088859156565483,-0.08577223365758936
S15,-0.35091954753164983,0.7154413940026727
S16,-0.3509195475316715,0.715441394003425
S17,0.49382078593643564,0.32968535150940625
S18,0.031015547043215054,0.9596670568892962
S19,-0.05427912751782179,1.6458970310945495
S20,-0.5190907281651519,0.9634178147911888
S21,-0.519090728165134,0.9634178147906558
S22,-0.3304984846295395,1.0504906559527978
S23,0.1428554887082213,1.1763984752846532
S24,-0.3164901068848723,0.5089953952768926
S25,-0.31649010688488216,0.5089953952766555
S26,0.9765450188754525,-0.025039779858445944
S27,1.1562717327012233,0.13543364800509236
S28,1.400597639391166,0.1792792629759265
S29,0.6626394990891875,-0.8965680866494489
S30,1.0142214029809937,-0.464278566874535
S31,1.0208880189414582,-1.0071815118994376
S32,0.4798873047707324,-0.7046255962236705
S33,1.7254411197096922,-0.05951681876479332
S34,1.3962717652964118,-0.23872457267545996
S35,1.152881303309825,0.2907155333805364
